ID,Horizontal_Distance_To_Fire_Points
143410583289,430
145860890030,242
147823220120,1518
149223537884,631
150011633916,2132
150725100902,895
150849655128,3930
151019752418,3223
155312591316,5341
158170244349,631
158198752116,1159
159512560080,1398
160394048269,2030
160866071764,1928
162858239831,4860
164119838197,631
165822299060,4284
166539180979,745
167026181691,1677
168251283648,2333
169164297159,4001
170340592111,1974
172984134900,895
173965052459,3178
174340626142,633
174553904617,875
176985788025,1626
177084017191,4622
178306423165,1790
178423952401,1082
178455941015,1357
178529788874,1956
179149623101,745
179416220637,4002
179888286148,3245
180179088273,571
180507824238,1956
184375392165,745
184451477151,1057
184738741234,960
185056899485,2616
185182071731,684
186192642676,902
186202931714,713
186666583405,3773
188058099532,4002
190612161739,1057
191786220918,1677
192272885253,878
195350959068,1302
196714165163,1518
196797893847,960
197098575791,1931
200200813237,1931
201753062486,953
202879802840,430
206124335947,2932
208556964450,1082
209138095340,960
213009574322,1507
213257512053,902
213491750198,2236
214765872738,1518
215677869250,1939
216856419020,2177
216879306321,1176
218546511946,1124
222873265205,631
223316030855,4001
223679548202,1057
223837443523,4320
224551039788,1170
225566744544,878
225684559020,1398
226167994000,1390
227253695108,3814
227626552656,3178
228211731876,785
228461864201,902
228697857848,2236
228836659715,242
230988028530,2287
232228338089,2440
232796167982,1170
233062770776,750
233732533410,2236
234008501935,1170
234837203673,1057
234846947995,3511
235486464743,2236
236263378345,1200
237781854465,2313
237942030110,1677
238016403687,3115
239363389723,1282
241700135191,4124
241998041181,1718
242990398464,2018
243067416845,430
243275253201,997
243637464238,785
244319901355,618
244624829603,242
245098093514,5431
246150786641,1129
247534359611,4124
248614356056,1082
248668196141,745
248981201416,1727
248988510566,1231
250217632369,4574
250370631995,1463
250686078422,4452
251601683462,1231
254173037466,430
254610127873,573
255817009412,1657
258835705311,1020
259581194084,1230
260423001781,2313
262532943792,1974
262739732779,1974
264779008852,1712
264948301456,1956
265220870820,1233
265506938916,430
265860723876,2806
267169271232,1116
267902489252,1110
269372841660,633
269877160211,1242
271409791213,4659
271750005946,1939
276551122236,1057
277502542400,1200
278395275161,1677
278921546529,1231
280109045205,1945
281119505260,997
282184608245,4622
282322451061,4752
282441556685,2287
283581952931,1357
283606375813,242
284476291173,573
284545624468,997
285109935242,1050
285569722550,1170
285934397246,1224
286087108291,3995
287385141997,2932
287532744392,997
287997061379,700
288005425756,805
288110670201,1956
288293239653,785
290380188119,3814
290407979560,1939
291818710742,4860
292297154348,658
292556425240,3556
293219184061,3612
295883553808,1170
295903924489,997
296482388433,3187
297455988391,430
299044548436,713
299174636690,902
299712945598,1398
300492379128,1170
301480690577,1931
305060033358,1302
307308892475,1931
307446996165,2236
308360940098,1956
308950864162,1758
309372685625,5341
309801432325,1170
311558365726,3062
311604971512,3632
315208381692,745
317457149825,805
318176697956,1233
319390720031,1020
319478672672,5401
319601904106,830
320028933310,1140
320686858352,2543
321212645811,1170
321489366990,997
321512355403,3062
321933437702,1784
322516272727,1057
323546562079,1812
324201140878,785
324414679103,1050
325300074941,1471
326318200773,1758
326952580552,1233
328428890585,875
328479037304,1816
329791813430,878
330384429679,3301
330542586244,1057
332233208732,1939
332265616826,1928
332499647757,2236
333939291493,1170
337995440291,805
338111344813,2942
338292345296,430
343775846481,1057
347120948554,1110
349238482340,953
350088021085,1231
350904726767,1170
351646737059,2543
351657771813,1865
353812956349,2333
355850876504,1677
355879944208,1865
356317339198,658
357669307392,721
359246831887,3481
360142549714,1209
362230084541,1931
362944933401,878
363724521993,430
364569578425,684
364888131677,408
367216051586,1159
372276418620,1956
372729828532,3930
374372403623,4010
375615270866,1471
375644811450,5250
376059922656,1865
378434772238,1956
378691891956,997
379733142418,1463
380189176360,5104
380396130933,997
384081185642,2729
384243175665,953
385738957773,745
386875091702,1749
387835364300,1057
387925196286,805
387980811704,1677
388826592689,2287
390493813332,1816
393146003746,830
395140505264,1170
397142533825,1061
397654080220,819
397917871176,4320
398059494162,3773
399081015288,4320
400247560570,1057
400288894481,895
400340953965,997
406055033329,1758
406187704913,1170
406908415081,1471
407157668372,1657
407506554448,805
407727192320,1233
409035454664,1677
409063912426,1082
409718962943,1170
412810775434,3931
414208512539,1398
414350352380,2440
414444395811,3773
414784290463,1758
416080673605,2236
416142702007,1057
418630974880,997
420814392045,607
421835846401,1050
422148056396,830
422525556150,4390
424016505784,1170
424020864860,5700
426806402952,4860
427693800135,1224
428293672405,1057
428302823798,5401
428524630020,1170
429227258252,2903
429257420131,4320
429344171854,1116
429870386555,3301
429973308812,1657
430120136950,1116
431209370364,1677
432346766164,1170
433491309466,242
434056471239,1939
434826056659,721
435091636348,3930
435555849451,1082
436055216200,1518
437167312538,1657
437461717763,671
437847021408,1657
438376137400,618
439099305374,4920
440737365506,5700
442300987498,242
443273918861,5341
443548536806,1231
443792213379,1170
444743769938,242
445197559571,1231
445772661408,1518
446569132170,845
446652335433,242
446680902126,3612
447063242075,878
447487852539,3930
447702648565,902
447927997936,1231
448036826384,1057
448844494607,2018
449038038409,1518
449875309625,1931
452640176216,4860
453567844486,1398
453800792123,700
454226508909,808
454282890024,4452
454295781838,1560
454437332720,960
454999261209,875
458336164055,2379
459588206746,1170
459638516900,1041
463254799371,859
463831080847,4320
463892454656,658
464695199539,878
467074394051,1590
467590606478,3773
468211759504,1231
469297669596,1790
469590452956,1382
470012020097,3523
470347894585,1209
472774931796,768
473212120208,192
474400838776,1974
474611928518,957
477533686931,4860
478652182533,1082
479163409041,3115
479780618642,1248
481834571810,1931
483175996666,4320
483454346472,4001
485541137437,902
485875060357,2313
485954079485,242
486102766424,1390
490264229109,1560
490454311614,631
494229315159,1595
495821852332,3995
495995753381,2236
496331119021,2379
496853694358,408
497149865131,4715
498634107194,819
498789474462,4142
500850712622,1984
501525415527,1020
501938386575,997
501961399207,4001
502691856053,997
505844089544,4320
505888936330,878
505974869856,1289
506146675183,430
506217571529,1230
507176313625,841
508182544676,947
508854763725,3481
509352101323,2081
511208870987,1071
511452389662,1357
511788014122,1124
512149309772,1699
512486188009,785
512685856754,1974
513205787633,242
513562548359,4452
514063183476,1865
514284945839,3062
514316817202,3930
514387549545,1231
515031282948,1507
515146098809,1650
515236135032,745
517427966951,1231
520118062818,1057
520289537962,808
523367720775,1471
523844097550,242
529866725280,4320
530097437743,1231
531244561168,2103
531716460821,1231
532231633592,1699
532851095268,1231
536953298831,2932
538158965891,1170
538272154225,1289
539527296356,3350
540647071297,750
541065795147,1865
541356914875,1110
541725951289,1390
542400062962,2313
543024079084,2184
543462759678,2236
543672781988,1824
547036660568,1289
547360159936,1931
547983490942,2287
548136338272,4622
548568403500,607
551325060748,242
552186641046,3814
554168967991,4320
554893668699,2287
555302884549,1110
555741790630,1677
555935304605,324
556992772161,571
557305355903,242
558918812784,4622
560088087916,1170
565229283707,4860
567331610815,1050
567883592690,2259
568173174640,644
570694432277,684
570726745405,2287
572129711858,4142
572849246746,1129
572907086918,1170
575080546675,5700
575213479207,5581
575485558631,2335
575629184863,242
575656380863,618
575770789771,408
576620395692,3931
577157634193,1110
578103105101,618
582211374205,1518
582745348727,2287
582833847606,3995
583539109234,2236
583779927704,1928
583831799829,3773
584088718496,1050
584181590593,2236
584988673413,3223
586344131155,1507
586721104055,1231
587125243555,408
587960167917,1824
588598948350,3115
589477836386,1374
589987692922,1289
592206925695,953
592450684393,1956
592581645874,1144
593327992054,242
593837349089,2105
594159101751,3481
594272328295,1170
594615245241,3226
597359462158,5341
597668382451,912
597818599029,2132
598311007455,4622
599354425879,1170
600154076373,805
600345139931,1224
600515618259,3301
601725481411,5401
602179891535,3602
602633067568,1231
602912320254,1231
603301092059,5743
608265817762,4622
609302312257,1560
609788250517,1233
610115574060,4138
611148043196,1932
611408277149,1231
611893545273,3832
612341667400,1595
613502865833,1590
614170591628,1463
614445609805,4112
615573319710,4574
616044010754,997
616136945490,1758
616394857108,1050
616464987483,3556
617097758921,2543
617147515689,1231
617654179855,5743
617892861925,1233
620323541242,1595
620613953120,2125
621157027483,2287
621706297602,721
622210001549,4110
622420989750,902
622847786062,792
624590995586,997
624746065590,1231
625650687670,3931
625972690723,4622
626171763607,721
626424703015,1057
626439061346,1749
626555679678,4914
626756557188,1541
628164352546,1080
628666866565,721
630908209023,1266
632234517919,4860
634637183791,997
634756065886,4860
635301601429,1057
637999122538,1170
640436554540,242
641254185251,932
642789227195,4622
642928219449,902
645159779232,242
645338156977,3481
646473004499,1302
647904520663,1889
648494651928,1357
648522242326,953
649488603497,4860
649650404044,1213
650146184029,700
650849229010,1980
650906877475,1518
650916972337,1282
651660797023,4257
652711440745,3946
653347636526,878
653548714238,1956
653993407976,1842
654711500290,1170
655188016628,960
656057123089,1677
658746438146,2448
659679988296,607
660689101988,1590
660783776563,2236
660878869941,3773
662641646902,3773
663115383002,2236
663486329937,430
664085901166,1939
664650100079,1057
665455694725,1230
665662316663,430
665959664057,1116
667345777259,1712
667432719698,4320
667473999479,902
667580689805,4452
667937859295,150
669555065409,4002
669654611033,324
670044330748,631
670308069414,997
672764609401,5250
673761789875,912
675584533406,1170
677207539482,658
678361024562,1749
684111066362,953
685225818243,1518
685940166223,658
686611238973,2190
687340997117,808
689407025269,3930
689707153488,430
691026713083,2903
691129961763,474
691786368462,1677
692749654578,841
693481691470,1974
693661535167,918
694095648317,1931
694983760046,1082
696595253060,3724
697717318964,1956
698499035780,1357
699104576452,430
699331778872,4622
699542895849,745
700100639000,1201
700168264053,1302
701212354751,1082
701672781265,430
702206586783,3612
704727864562,1230
705823034651,819
707986005943,1057
708634127017,960
708640356142,1931
708784757997,607
708945331479,1518
710615165758,1984
712156139939,1041
712199081431,1057
712241931837,1057
713043135546,1758
713591215646,2236
713778777097,3062
714181462792,4284
715288968897,1170
716343090799,1518
717923784053,631
719525233700,2486
720109821299,4452
720194130542,1928
721405340965,430
722710655911,1170
723125217725,430
724061899341,875
724314526277,997
724930344088,700
725557249367,1020
725906182741,2932
726165747115,3931
726661188924,1057
727776963987,242
728523718300,1082
728900318703,1124
729400320890,1839
729452019001,1357
729988935325,1057
730892153033,430
731287922449,1248
733623410276,1590
734799468528,1082
736307729947,1471
736673752723,700
737185473267,3995
737235496208,3773
738472582822,4273
740040061325,914
742573936804,1984
743692432130,1302
744803906298,1230
744816200901,1718
745449919093,1050
745470684564,1233
745847860560,2236
747213689218,4320
747374351511,914
747463242973,408
748588437749,914
750933088032,1374
751651081961,1064
752281968936,1749
755011719693,3350
755242515880,1370
755457804328,1110
757717691327,1471
757765787201,914
758177770447,1129
758288409793,4752
758374028198,2440
760460102996,1549
761336022530,2236
765701521697,242
767352510181,1231
768381228573,4390
768391720401,4920
769081769663,1170
771329112124,957
771859925225,1061
772797860685,3773
772830710311,1824
774276902879,1945
774926873696,1057
774960675249,3247
776715580921,1657
776750968531,1170
777553808314,4320
779154123421,1507
779224644306,1057
779659055364,324
779711297039,2287
781144102170,886
781929351380,1170
782336014554,430
782811253089,242
782962104643,5431
783041750737,1170
783961483241,3602
784569189160,1471
784932392470,430
785427607956,1657
786370071429,1518
790720780640,713
793533537401,1224
795456299282,192
796543896476,1064
797294185529,3178
798331141492,1170
798643609062,953
798777021846,3995
798791737440,1289
798908409024,1082
799985047727,859
801509352030,3511
802863950894,1931
802953450426,902
803940757481,1699
804105225944,1231
804569938510,4320
804972570758,1057
806323001157,242
806573153408,1718
807757090403,1129
809017684155,607
810021618630,1050
810732553459,1727
811435901189,1357
812670461346,430
814480685332,1860
816979948003,1231
817206244547,2287
819865029329,3773
821975993247,2125
823510070758,1061
823534884119,474
823635926336,1784
823721432482,1041
824106371983,3679
824612025479,1057
824849121227,1560
824976353348,1050
825589789425,1939
826206765075,1116
826475535799,1231
826580152447,1170
826902876112,997
826921783941,1463
827048425349,953
827548782768,912
828064551951,1390
829957377795,2236
830665942618,1712
830739095011,1170
831176168344,2287
833272116991,4860
833400805117,1170
835190719490,1231
835646879518,960
836465041476,957
836960451688,1471
838835064757,1057
839737370144,960
840423929195,785
841575573892,1170
841607969716,1170
843050494548,1170
843979218553,1214
844810800586,2287
844862280176,960
846135434217,488
847372043255,2942
847926664660,242
848332465896,1170
848452257869,1463
849338397884,960
849705195358,607
849979865193,745
851783497446,1231
851857310015,752
852521926495,1939
852592100060,2236
852613465611,997
852947494912,1110
853153687679,5521
854034086307,1110
856132161023,808
857362160282,192
857854844119,1248
859319757477,3931
859537309243,1230
859713024786,1170
860203983582,1956
860325977711,1057
861218090722,878
861708496256,1050
861940746904,1082
862005394047,641
862098798340,3632
862564889572,408
863664924453,1699
863758421318,1518
864800953917,875
866691877525,4320
866735071513,1231
867186949383,4020
867189911677,4010
867474865951,960
868684672902,1931
869664716517,902
871293356477,5341
874011660726,878
875222965396,4320
875311299050,1170
880483174777,2448
880491135920,5700
881207437680,1116
882262032070,4452
885128996264,1956
885348804738,641
886449593538,3511
888188493056,914
889076477523,1061
889162170000,1590
889174320028,997
889745865866,953
889757567062,4142
890102876593,242
890182044783,3931
894593350150,1771
895206539719,960
896198369025,3062
896358369735,1928
897062279754,1209
897271085696,1082
897363192073,1124
899124409833,1231
899423861882,644
900646141221,997
900780210692,4124
901077075994,150
901354726410,1518
901494494699,1657
903855886358,1677
906992336809,3075
907374331337,1518
907554473277,5743
910793817092,5401
910923645090,1657
912120380354,1939
912943148544,3773
914137477997,750
914748355967,5341
915614033064,3602
916843346598,1071
917126064352,953
917750448818,1956
918562688201,430
919456902175,745
919759452230,571
919940671648,841
923669973969,2030
924028093052,3814
924182763549,914
924206602977,1956
925745134202,3640
928123037256,3602
930536601597,1061
930559973503,5013
930924138131,1170
931400764097,841
932696697809,5700
932979024551,1518
935816586267,3995
937968125264,953
938998981165,902
939332476675,1666
939479735550,1170
939832792763,1956
941336638737,808
941339780488,4142
941980059353,953
943570737238,3178
944899049057,1170
945001763014,1231
945686735115,4112
947232985173,4452
949095216340,1057
951184185611,3556
951790602441,4010
952647252031,3612
955153430788,4110
955370531459,1050
955792677063,1518
956126073759,430
958485840027,997
959047832917,3350
959486186749,408
959882253298,2287
959983973781,819
960578310768,5743
963583710127,1231
964022034972,1471
964443407591,1398
965033329842,1020
965292829602,997
965677598819,1189
967726949016,1170
967912159748,3062
968281928447,4002
968558200078,4320
970326923249,242
970598567097,5743
972852484522,1231
974030413713,960
974139010790,805
974416689442,192
975218555300,3930
976092361438,4290
977228472394,3481
978667098954,430
980332072077,918
980464656138,1471
982536801552,1574
982572159327,430
983661459656,2379
984300611756,5341
985521551517,1140
985588112720,1500
986074297341,1230
986624296503,3960
987005042856,1956
987666166786,1064
987992186649,1170
988151675080,1231
988808500239,3946
989080536688,3188
989462628826,3178
993916294833,1050
994965630184,1939
995236953827,3814
998082046804,1061
999077816624,3315
1000613557341,2236
1000778517778,1357
1001058021824,1050
1001377951659,3220
1002022129812,1699
1003139217171,1050
1004305985665,1939
1004388110701,2003
1005022481089,4860
1005217778437,684
1005219938259,2190
1010524967412,2376
1012044709497,1282
1012464948049,2287
1012915768431,1230
1015698271624,1170
1015810401861,1233
1016697505932,3814
1016983303457,1507
1017057663514,750
1017532293915,1657
1017615338250,700
1019106487591,2376
1019684173756,150
1019828885873,1170
1020502362054,5743
1020789445266,242
1021436636808,1230
1021740278411,1200
1022181797660,1289
1023497618694,4860
1024338047598,1581
1024461575982,700
1025432444238,957
1025786246083,1931
1027099685870,5730
1027795034590,674
1028607544436,960
1029163093628,3903
1030041317231,1020
1030653184269,1082
1031057196315,1282
1031491546806,242
1031756780549,1140
1033288914447,1057
1034419606217,1233
1035431624647,1595
1035802141551,960
1036121541572,1170
1036474400649,1170
1038676646696,1595
1039545373590,1945
1040633934319,5743
1041115217388,841
1042247019574,408
1042518452840,1224
1043444761112,2313
1044023082109,2125
1045583794228,573
1046645273378,1698
1046935913441,895
1047856051052,430
1048087660075,1082
1049638854035,808
1050485389113,1233
1050517869095,3602
1050615922609,1595
1052548877322,953
1053276015079,1657
1053662877885,5743
1054146161438,1657
1054519701599,1170
1055581450866,1082
1055653559046,1931
1055797144313,1392
1056542884133,1231
1057063448439,242
1058109435550,631
1058645884393,990
1059558237412,878
1059950149450,2018
1060234804064,631
1060486431865,1231
1061615265825,2190
1065794305402,4914
1066617373721,1170
1067181700135,2236
1067724258901,1170
1068382422727,4142
1068606420836,242
1068774889084,408
1069965795153,1170
1070011760858,914
1071339771540,1266
1071794035720,4920
1072965115593,4010
1073032746375,1057
1073199651116,902
1074928486139,430
1079154489800,1116
1079716078268,3570
1080096973715,3814
1080918060555,1082
1081908123489,745
1082293622298,631
1082462925250,997
1085048231370,3773
1085748078510,918
1087154668552,1518
1087363511632,2942
1087401889839,1189
1087901973588,1260
1088096776459,1560
1091835425365,1041
1092093721480,3814
1092973980082,607
1093408280890,3556
1093568367387,785
1095560440181,1302
1096361661065,4142
1096488861270,408
1098072437366,242
1099256462433,1050
1099425028163,4124
1099937460345,1922
1100997599514,3570
1101104081878,430
1101109888731,324
1101498990473,1865
1102137941764,1020
1102584657355,150
1103879082517,1170
1104560864641,5250
1104603675289,1581
1104645282698,631
1105768503653,4290
1106523461492,960
1106962863529,1057
1107939788388,1816
1107958044670,192
1108571781546,1999
1109189812622,1082
1110854768861,1771
1110914791938,902
1112702001045,5581
1115670914652,3062
1115926856408,1050
1122455794750,1860
1123476289836,1170
1123556002911,3301
1123929160569,1889
1123929242630,886
1123988103095,4142
1125051070884,2313
1127048873256,4020
1128013426002,2903
1128877081010,2236
1129478208738,1595
1129824119756,2190
1131008364890,902
1138731911360,997
1139063385911,1666
1140923845070,4860
1141458484901,4320
1141945192401,607
1142721101822,1974
1143344055998,700
1143534384587,658
1143690353403,1889
1143763209842,997
1144836245989,1374
1145805620820,3719
1146259731582,4001
1146614098343,631
1147451149441,4243
1147548246435,3570
1148501376435,4001
1148966426638,2018
1149000209644,4142
1149449244664,1398
1149877837322,1518
1150832203748,607
1150883750642,1230
1150931833419,1050
1151079646510,3931
1151722675638,1357
1152193201210,242
1155241174924,4320
1156164777544,878
1157337590069,1816
1158492640866,1170
1160498462557,2236
1160627707290,192
1161271559945,1041
1161380170031,878
1161884566842,1057
1161942944704,3966
1161969269279,1082
1162161189747,878
1162331492240,1463
1163256250304,1718
1163722378082,1050
1163932791305,618
1165921975185,1057
1166388047651,1140
1169304285601,1560
1170125578155,1057
1170755312068,745
1171765465867,3773
1174567961315,1463
1174811806447,1230
1177658761238,5341
1179450934353,1110
1179995976498,5341
1180508805396,408
1180978405812,1057
1181386261816,3960
1181391587840,1082
1186000908184,942
1187277583166,745
1188128980639,242
1191265234732,1518
1193095920779,902
1193410663534,1956
1196754041808,2236
1196775147183,1231
1198133488327,607
1200487574493,1050
1200688794881,4622
1201246823104,1595
1202253173589,3178
1203375276059,1110
1203898999824,960
1205312220415,5341
1205942539949,1357
1205946731219,750
1206437446254,2259
1208340621896,1390
1208832652148,1398
1211011450428,1057
1211086890082,914
1212294231995,1560
1213341526439,242
1214623653539,1116
1214643558104,4860
1216363137225,953
1217965418989,430
1220516310502,1057
1221621821877,805
1222807794886,607
1223421340046,4860
1225078494356,4273
1226125937079,1231
1227275481924,1110
1228179556749,242
1228459394597,1518
1228888242797,2018
1229042598071,192
1229155111310,1231
1231526582445,408
1232571212165,631
1233054615138,571
1234081256431,1082
1234747455291,953
1236010212952,4510
1236847586646,1110
1238114431178,658
1238546041907,1082
1239659367175,4112
1241039698656,571
1242194087019,1110
1243651115702,3995
1243756934710,768
1243922030963,953
1246008575068,2236
1248493466364,960
1248583046018,1471
1248999051309,1790
1249422854870,3666
1250911154890,957
1253457953002,430
1253752393060,1231
1254994188278,1230
1256217514420,997
1256677737568,2903
1259102317724,430
1259411343209,1248
1262229174835,960
1262355510651,1816
1262582518765,1230
1262600950232,726
1264537750978,1170
1266234351670,1974
1266856312844,1200
1267535843437,1931
1267563609869,1482
1268135138855,1613
1269472612022,1020
1271098796970,3178
1272228070168,2190
1272564760938,1248
1274223109058,1124
1275021606671,1931
1275502097004,4320
1275749403903,932
1276519252530,914
1277728975012,1231
1278360020887,745
1278419451518,1041
1278457755661,902
1278713244618,3773
1279716355806,1057
1280956829262,1666
1282252534291,1677
1282507938423,430
1282697638097,1231
1286249302450,1050
1287616247985,1974
1288122682161,1939
1289820446826,2236
1290446228819,1931
1291911720067,997
1296110020710,4452
1296202786289,912
1297489001218,1170
1297931119195,1230
1299229427005,1170
1300043375899,1939
1300264805533,1860
1302321906924,3960
1303354535945,1170
1304110800871,1790
1306006816188,1471
1310259651151,658
1310278303406,430
1312977696704,4320
1315089319097,430
1315500343984,3814
1315540668252,242
1318844395237,1974
1319717812295,1231
1320545855781,1289
1322128738603,571
1325026083646,4020
1325099975367,5490
1325637392595,997
1325692603971,1974
1326222128117,1712
1327540123099,1860
1327891318588,4530
1330545912698,1020
1330796947531,3814
1331503682516,1057
1331770951803,408
1332810551267,5401
1333202734954,1284
1333390070452,1677
1333909238960,1657
1333985914222,1170
1334023460428,1500
1334347183409,1657
1335051810148,1865
1335606978705,895
1336405071048,1050
1336549774089,2335
1337034704673,808
1337187253233,1170
1337566809884,1170
1337700645958,1865
1339170658094,5341
1339244460776,4124
1339267015342,1082
1339723379643,1213
1342779535475,878
1342930270733,902
1343286210060,3301
1344059898959,3570
1344065967311,1507
1344726590803,1170
1345208605107,1974
1347895842537,1956
1349898618195,1945
1353948973929,878
1354069102915,1463
1355236676727,745
1357699917737,2125
1357753804966,3773
1357958142221,1170
1357963599751,1518
1358053642562,2236
1358574616448,1842
1358930290558,4452
1360470728774,2440
1361092459336,5700
1361435173950,745
1362994592220,1727
1366014927429,1050
1366941545093,1233
1367969097243,785
1368897014920,1057
1369022649857,1224
1371108251021,3931
1371442419644,2287
1374935285603,1110
1375320861792,3967
1375481153095,902
1376426829594,5431
1376447260321,997
1376546231321,1224
1376875621664,1860
1377101578615,1932
1377311152988,1020
1377652861600,1050
1378323945858,2287
1378748062291,878
1379693564199,1289
1380341618577,960
1383384188687,1939
1384464170707,902
1384816495571,1471
1385809689076,1865
1387045884819,2236
1389161740369,1057
1389883972284,1050
1390136999514,242
1390644847659,1170
1390917418555,3773
1392472284736,573
1394405145961,960
1395259496865,4452
1395611362296,1471
1396011797992,1390
1396504030667,1082
1397947007780,3814
1399555322316,2125
1402763935657,1170
1402817847691,878
1404468038381,1931
1404666175734,1082
1405324613223,1560
1406220841451,830
1407908143720,5013
1408649324775,1170
1409506463729,607
1410114608815,430
1410277950134,960
1410594101066,2448
1412277483025,4752
1412730322786,2190
1413036701312,2018
1413077679458,1984
1413402322295,1231
1414305821342,1231
1416556030863,3832
1417011192355,805
1418389891741,1248
1418643347847,242
1418779314515,4142
1420047121404,1463
1420047417675,960
1421837113432,1170
1421919811270,1071
1422071651780,5104
1423151801552,1082
1424537477675,4860
1427789142483,805
1428307794405,4142
1430296403114,1124
1430892371107,3632
1430958349637,1939
1431403149024,2125
1434203826355,631
1434379447606,4860
1434818893698,1590
1436055901525,2236
1438137318481,4320
1438493632849,1860
1438525731106,1200
1439072782993,1170
1440307451065,1560
1440562196633,808
1440773562173,808
1442718419405,3773
1444098473220,684
1445244431446,1616
1445287909209,2486
1446449695671,726
1447443988349,1931
1447722095324,3612
1448501895616,1176
1448803866802,1956
1451128163471,1170
1452642777687,1956
1453451932106,4010
1453642158407,1082
1454958452975,430
1457201810898,1231
1457894546418,1824
1458615217983,4110
1459322834630,3511
1460652265162,1260
1461004526559,960
1461694324664,3960
1463692570227,792
1464353653716,4659
1465380489897,1282
1467460078786,1057
1467857236041,1749
1469470588989,430
1469972463357,1463
1470435994141,631
1472001553042,1231
1472086919658,878
1472941580535,3481
1473087592840,912
1476496593255,1082
1477992867123,1632
1479075133972,2210
1479444539619,1057
1479777062013,5743
1481260012283,1370
1481940156726,932
1482373903994,1082
1483848441843,1209
1486370745250,1471
1486731158088,3247
1487045418493,3814
1487157640744,875
1487692476426,1231
1489166316702,2030
1489417633909,3602
1490994811406,1518
1493286933053,1558
1495885157366,953
1496460228662,430
1496724861987,3719
1496820207177,3511
1497317317089,2103
1498263359161,953
1499062201934,1140
1500087966217,1758
1500110422956,3223
1500510494652,1931
1501109827431,2932
1501547863770,5700
1502440708649,430
1503408386558,430
1503482775323,1218
1503589352472,1050
1505772462647,3115
1505900833448,918
1505946910721,902
1506472669480,3570
1509850805548,2287
1510440550731,3481
1511990277857,1170
1513090768136,1518
1514759323574,3900
1516125649134,4452
1516244082539,785
1516944449236,1824
1517435977788,1248
1520818125201,902
1521687315298,4860
1524185512879,1170
1524817684837,3773
1525249939298,430
1525621694357,960
1525640414820,1170
1525781333660,4001
1529267000299,430
1530174040216,1233
1531506482544,1302
1531821511547,1518
1532228840209,1560
1532679662252,3960
1533658378737,1931
1534387115815,1170
1534815231674,3814
1534983340369,750
1535049509102,2543
1535087225248,3640
1535149283391,902
1535174639668,745
1535611189299,607
1535678591028,878
1536075761700,3115
1537758714136,573
1538074057372,4860
1538546403904,3773
1540371392391,3159
1541213741315,1057
1544378648710,1677
1545024711062,150
1545358851915,4001
1545456381918,4142
1546035761619,2236
1546551287303,1374
1546734641182,2105
1547038209849,1170
1547290799645,1057
1547359649645,2125
1549986348076,2486
1550756293953,4622
1550783386123,1387
1551174080958,4452
1551227314993,1463
1553143355159,4020
1554261949961,953
1556061848147,1061
1557738522537,1931
1558687673899,1050
1559012129104,953
1561271023154,3245
1561385461514,953
1562449782606,1231
1562996125703,914
1563779099594,2236
1565374278305,1170
1565688586134,1463
